text,intent,style
aadh ghanta late pahunchunga traffic hai,report_delay,abbreviated
15 mins late pahunchunga petrol khatam hai,report_delay,augmented_spelling
10 minute late pahunchunga baarish h,report_delay,abbreviated
ustad accident ki wajah se aadh ghanta late honga,report_delay,abbreviated
ek ghanta late pahunchunga bheed h,report_delay,abbreviated
item missing h,order_issue,abbreviated
5 min late pahunchunga petrol khatam hai,report_delay,abbreviated
aadh ghanta late pahunchunga baarish h,report_delay,abbreviated
ek gahnta late pahunchunga bheed hai,report_delay,augmented_spelling
10 minute late pahunchunga bheed h,report_delay,abbreviated
petrol khatam ki wajah se 5 min late honga,report_delay,casual_hindi
bhaiya baarish ki wajah se 5 min late honga,report_delay,abbreviated
5 min late pahunchunga accident hai,report_delay,casual_hindi
guru next order ka add batao,get_address,abbreviated
bhai accident ki vjh se 15 mins late honga,report_delay,abbreviated
bhai bheed ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
yaar next order ka address batao,get_address,augmented_spelling
bhia petrol khatam ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
10 minut elate pahunchunga petrol khatam hai,report_delay,augmented_spelling
bawa bheed ki wajah se 5 min late honga,report_delay,casual_hindi
custoer mil nahi raha,customer_unavailable,augmented_spelling
guru baarish ki wjh se 10 minute late honga,report_delay,abbreviated
15 mins late pahunchunga bheed hai,report_delay,augmented_spelling
20 min late pahunchunga accident h,report_delay,abbreviated
bawa tyre puncture ki wajah se ek ghanta ate honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga bheed hai,report_delay,casual_hindi
guru bheed ki wajah se 5 min late honga,report_delay,casual_hindi
ustad tyre puncture ki wjh se aadh ghanta late honga,report_delay,abbreviated
guru tyre puncture ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
bh next order ka address batao,get_address,abbreviated
10 minute late pahnuchunga petrol khatam hai,report_delay,augmented_spelling
ustad bheed ki wajah se 15 mins late honga,report_delay,abbreviated
aadh ghanta late pahunchunga petrol khatam hai,report_delay,casual_hindi
ek ghanta late pahunchunga tyrep uncture hai,report_delay,augmented_spelling
bh baarish ki wjh se 15 mins late honga,report_delay,abbreviated
15 mins late pahunchunga accident h,report_delay,abbreviated
ustad baarish ki wajah se 20 min late honga,report_delay,casual_hindi
baarish ki wajah se 20 min late honga,report_delay,augmented_spelling
boss petrol khatam ki wajah se 20 min late honga,report_delay,casual_hindi
boss tyre puncture ki wajah se 15 mins late honga,report_delay,abbreviated
2 min late pahunchunga accident hai,report_delay,augmented_spelling
20 min late pahunchunga tyre puncture hai,report_delay,casual_hindi
bawa bheed ki wajha se 20 min late honga,report_delay,augmented_spelling
bwa traffic ki wajah se 5 min late honga,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture hai,report_delay,abbreviated
kripya aagami aadesh ka pata pradan karein,get_address,augmented_spelling
5 min late pahunchunga accident h,report_delay,abbreviated
ek ghanta late pahunchunga baarish hi,report_delay,augmented_spelling
bhaiya bheed ki vjh se aadh ghanta late honga,report_delay,abbreviated
15 mins late pahunchunga tyre puncture hai,report_delay,casual_hindi
galat order de dya hai,order_issue,augmented_spelling
asta dikhao bhaiya,navigation_help,augmented_spelling
customer mil nai rha,customer_unavailable,abbreviated
customer mil nahi rha,customer_unavailable,abbreviated
5 min late pahunchunga bheed h,report_delay,abbreviated
sahi marg dikhayein,navigation_help,augmented_spelling
15 mins late pahunchunga petrol khatam h,report_delay,abbreviated
5 min late pahunchunga baarish hai,report_delay,casual_hindi
20 min late pahunchunga petrol khatam hai,report_delay,casual_hindi
late ho jaung 15 mins,report_delay,augmented_spelling
late ho jaunga aadh ghanta,report_delay,abbreviated
bawa next order ka address batao,get_address,abbreviated
boss traffic ki wjh se 15 mins late honga,report_delay,abbreviated
5 min late aphunchunga tyre puncture hai,report_delay,augmented_spelling
bhai customer kidhar hai,get_address,augmented_spelling
package damage ho gaya bhai,order_issue,augmented_spelling
bhai traffic ki wajah se aadh ghanta late honga,report_delay,casual_hindi
numbe not reachable hai,customer_unavailable,augmented_spelling
package damage ho gaya yaar,order_issue,augmented_spelling
bhai aarish ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
boss tyre puncture ki wjh se 15 mins late honga,report_delay,abbreviated
15 mins late pahunchunga traffic hai,report_delay,casual_hindi
boss accident ki wajah se aadh ghanta late honga,report_delay,abbreviated
guru bheed ki vjh se aadh ghanta late honga,report_delay,abbreviated
bawa customer phone nahi utha raha,customer_unavailable,augmented_spelling
bhaiya bheed ki wajah se 20 min late honga,report_delay,augmented_spelling
ustad baarish ki wajah se ek ghanta late honga,report_delay,augmented_spelling
sir parcel kshatigrast h,order_issue,abbreviated
aadh ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
20 min late pahunchunga petrol khatam hai,report_delay,casual_hindi
aglat order de diya hai,order_issue,augmented_spelling
bhaiya order cancel kar do,order_issue,augmented_spelling
yaar custome kidhar hai,get_address,augmented_spelling
10 minute late pahunchung atyre puncture hai,report_delay,augmented_spelling
ustad traffic ki vjh se 10 minute late honga,report_delay,abbreviated
20 min late pahunhunga accident hai,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture hai,report_delay,abbreviated
late ho jaunga 20 min,report_delay,casual_hindi
bhaiya petrol khatam ki wajah se 20 min late honga,report_delay,augmented_spelling
10 minute lte pahunchunga accident hai,report_delay,augmented_spelling
bh customer kidhar h,get_address,abbreviated
kripya map kaam nahi kar rha,navigation_help,abbreviated
package damage ho gayab hai,order_issue,augmented_spelling
bhai petrol khatam ki wjh se 5 min late honga,report_delay,abbreviated
yaar traffic ki wjh se 10 minute late honga,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,abbreviated
petrol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
guru tyre puncture ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
bawa bheed ki waja se ek ghanta late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga petrol khatam hai,report_delay,augmented_spelling
bhai traffic ki wajahs e 20 min late honga,report_delay,augmented_spelling
guru petrol khatam ki wajah se aadh ghanta late honga,report_delay,abbreviated
yaar bheed ki vjh se 15 mins late honga,report_delay,abbreviated
20 min lat epahunchunga petrol khatam hai,report_delay,augmented_spelling
baarish ki wajah se ek ghanta late honga,report_delay,augmented_spelling
aadh ghanta late pahunchunga baarish hai,report_delay,abbreviated
20 min ltae pahunchunga tyre puncture hai,report_delay,augmented_spelling
location samajh nhi aa rha,navigation_help,abbreviated
15 mins late pahunchunga petrol khatam hai,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,abbreviated
bawa bheed ki wajah se 15 mins late honga,report_delay,augmented_spelling
yaar baarish ki wajah se aadh ghanta late honga,report_delay,casual_hindi
15 mins late pahunchunga bheed hai,report_delay,augmented_spelling
sahi marg dikhayein,navigation_help,augmented_spelling
customer il nahi raha,customer_unavailable,augmented_spelling
20 min lae pahunchunga tyre puncture hai,report_delay,augmented_spelling
kripya mujhe aane ein ek ghanta lagenge,report_delay,augmented_spelling
15 mins late pahnchunga bheed hai,report_delay,augmented_spelling
bhai tyre puncture ki vjh se 10 minute late honga,report_delay,abbreviated
ustad ordre cancel kar do,order_issue,augmented_spelling
ek ghanta late pahunchunga bheed hai,report_delay,abbreviated
5 min late pahunchunga traffic hai,report_delay,augmented_spelling
aad ghanta late pahunchunga baarish hai,report_delay,augmented_spelling
item missing hai,order_issue,augmented_spelling
aadh ghanta late pahunchunga tyre puncture hai,report_delay,augmented_spelling
20 min late pahunchunga tyre puncture h,report_delay,abbreviated
ek ghanta late pahunchunga trfafic hai,report_delay,augmented_spelling
bhai accident ki wajah se ek ghanta late honga,report_delay,augmented_spelling
bawa bheed ki wajah se 10 minute late honga,report_delay,abbreviated
10 minute late pahunchunga bheed h,report_delay,abbreviated
20 min late pahunchunga accident h,report_delay,abbreviated
boss traffic ki wajah se 20 imn late honga,report_delay,augmented_spelling
tyre puncture ke karan delay hoga,report_delay,formal_hindi
5 min late pahunchunga tyre puncture h,report_delay,abbreviated
5 minl ate pahunchunga baarish hai,report_delay,augmented_spelling
ashi marg dikhayein,navigation_help,augmented_spelling
boss tyre puncture ki wjh se ek ghanta late honga,report_delay,abbreviated
location send karo yaar,get_address,abbreviated
mahoday grahak sampark mein nai hain,customer_unavailable,abbreviated
ek ghanta late pahunchunga tyre puncture hai,report_delay,abbreviated
10 minute late pahunchunga traffic hai,report_delay,augmented_spelling
10 minute late pahunchunga tyre puncture h,report_delay,abbreviated
10 minute ltae pahunchunga petrol khatam hai,report_delay,augmented_spelling
bawa bheed ki wajah se aadh ghanta late honga,report_delay,casual_hindi
15 mins late pahunchunga traffic hai,report_delay,abbreviated
15 mins laet pahunchunga baarish hai,report_delay,augmented_spelling
ek ghanta late pahucnhunga baarish hai,report_delay,augmented_spelling
ek ghanta late pahunchugna petrol khatam hai,report_delay,augmented_spelling
sutad tyre puncture ki wajah se ek ghanta late honga,report_delay,augmented_spelling
20 min late pahunchunga bheed h,report_delay,abbreviated
ustad accident ki wajah e 20 min late honga,report_delay,augmented_spelling
yaar accident ki wajah se 10 minute late honga,report_delay,augmented_spelling
petrol khatam ki vjh se ek ghanta late honga,report_delay,abbreviated
aadh gahnta late pahunchunga tyre puncture hai,report_delay,augmented_spelling
ustad accident ki vjh se ek ghanta late honga,report_delay,abbreviated
ustad traffic ki wajah se 5 min late honga,report_delay,casual_hindi
ek ghanta late pahunchunga tyre punctureh ai,report_delay,augmented_spelling
ek ghanta late pahunchunga petrol khatam hai,report_delay,casual_hindi
ek ghanta late pahunchunga baarish hai,report_delay,abbreviated
aadh ghanta late pahunchunga baarish hai,report_delay,casual_hindi
15 mins late pahunchunga tyre puncture h,report_delay,abbreviated
bhai order cancel kar do,order_issue,abbreviated
galat order de diya h,order_issue,abbreviated
15 mins late pahunchunga bheed h,report_delay,abbreviated
ustad traffic ki wajah se 5 min late honga,report_delay,augmented_spelling
gate par koi nahi hai ustad,customer_unavailable,augmented_spelling
20 min late pahunchunga petrol khatam hai,report_delay,augmented_spelling
yaar bheed ki wjh se aadh ghanta late honga,report_delay,abbreviated
yaar accident ki wajah se 15 mins late honga,report_delay,abbreviated
aadh ghanta late pahunchunga accident h,report_delay,abbreviated
5 min late phunchunga bheed hai,report_delay,augmented_spelling
location send karo abwa,get_address,augmented_spelling
yaar petrol khatam ki wajah se 10 minute late honga,report_delay,augmented_spelling
20 min late pahunchunga accident h,report_delay,abbreviated
ustad accident ki vjh se 10 minute late honga,report_delay,abbreviated
gate par koi nahi h guru,customer_unavailable,abbreviated
location samaj hnahi aa raha,navigation_help,augmented_spelling
rasta dikhao ustad,navigation_help,abbreviated
bheed ke kara ndelay hoga,report_delay,augmented_spelling
20 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
bh customer phone nai utha rha,customer_unavailable,abbreviated
late ho jaunga 15 mins,report_delay,abbreviated
guru bheed ki vjh se 15 mins late honga,report_delay,abbreviated
location send kr boss,get_address,abbreviated
bhai tyre puncture ki vjh se 15 mins late honga,report_delay,abbreviated
20 min late pahunchunga accident hai,report_delay,abbreviated
mhoday grahak ka location bhejein,get_address,augmented_spelling
20 min late pahunchunga bheed hai,report_delay,abbreviated
bawa next order ka address batao,get_address,augmented_spelling
20 min late pahunchunga petrol khatam h,report_delay,abbreviated
bhaiya petrol khatam ki vjh se 5 min late honga,report_delay,abbreviated
traffic ke kran delay hoga,report_delay,augmented_spelling
5 min late pahunchunga tyre puncture h,report_delay,abbreviated
late ho jaunga ek ghanta,report_delay,casual_hindi
guru petrol khatam ki wajah se 15 mins lae honga,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,abbreviated
boss petrol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
bhai barish ki wajah se 5 min late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga tyre puncture hai,report_delay,abbreviated
petrol khatam ki wajah se 10 minute late honga,report_delay,abbreviated
bawa baarish ki wjaah se 5 min late honga,report_delay,augmented_spelling
bhaiya baarish ki wajah se ek ghantal ate honga,report_delay,augmented_spelling
15 mins late pahunchunga baarish h,report_delay,abbreviated
15 mins late pahunchunga petrol khatam h,report_delay,abbreviated
accident ki wjh se 5 min late honga,report_delay,abbreviated
late ho jaunga 10 minute,report_delay,augmented_spelling
bhaiya petrol khatam ki wajah se aadh ghanta late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga baarish h,report_delay,abbreviated
boss baarish ki wajah se 15 mins late honga,report_delay,casual_hindi
ate ho jaunga 20 min,report_delay,augmented_spelling
bawa accident ki wajah se aadh ghanta late honga,report_delay,abbreviated
